title,url,is_paid,price,level,platform,content
Learn How To Play The Trumpet,https://www.udemy.com/learn-how-to-play-the-trumpet/,True,75.0,All Levels,Udemy,learn how to play the trumpet all levels musical instruments
Violin for Beginners,https://www.udemy.com/violin-for-beginners/,True,50.0,Beginner Level,Udemy,violin for beginners beginner level musical instruments
Beginner Acoustic Guitar Lessons,https://www.udemy.com/beginner-guitar-lessons/,True,25.0,Beginner Level,Udemy,beginner acoustic guitar lessons beginner level musical instruments
Aprendiendo Piano: Tocando piezas populares Vol.I,https://www.udemy.com/aprendiendo-piano-i-tocando-piezas-populares/,True,100.0,Beginner Level,Udemy,aprendiendo piano tocando piezas populares voli beginner level musical instruments
Curso de Bateria - Explorando Diferentes Divisões,https://www.udemy.com/diegogil-edd/,True,55.0,Intermediate Level,Udemy,curso de bateria  explorando diferentes divises intermediate level musical instruments
Escalas Pentatónicas para guitarristas,https://www.udemy.com/escalas-pentatonicas-para-guitarristas/,True,25.0,All Levels,Udemy,escalas pentatnicas para guitarristas all levels musical instruments
Brass Master Class,https://www.udemy.com/brass-master-class-german/,True,20.0,All Levels,Udemy,brass master class all levels musical instruments
Enseñando música: mejora tus clases de instrumento ,https://www.udemy.com/ensenandopiano/,True,30.0,Beginner Level,Udemy,enseando msica mejora tus clases de instrumento  beginner level musical instruments
Ukelele exprés: aprende a tocar en menos de un mes,https://www.udemy.com/ukelele-expres-gratis/,False,0.0,Beginner Level,Udemy,ukelele exprs aprende a tocar en menos de un mes beginner level musical instruments
Curso de Guitarra para Principiantes,https://www.udemy.com/curso-de-guitarra-para-principiantes-p/,True,20.0,Beginner Level,Udemy,curso de guitarra para principiantes beginner level musical instruments
Mundharmonika spielen - mein schönstes Hobby,https://www.udemy.com/mundharmonika-spielen-mein-schonstes-hobby/,True,20.0,Beginner Level,Udemy,mundharmonika spielen  mein schnstes hobby beginner level musical instruments
Aprende el acordeón de oído y con técnica –Nivel Intermedio–,https://www.udemy.com/aprende-el-acordeon-de-oido-y-con-tecnica-nivel-intermedio/,True,25.0,Intermediate Level,Udemy,aprende el acorden de odo y con tcnica nivel intermedio intermediate level musical instruments
Présentation du Banjo Ténor,https://www.udemy.com/presentation-du-banjo-tenor/,True,20.0,Beginner Level,Udemy,prsentation du banjo tnor beginner level musical instruments
Aprende a tocar el acordeón de botones,https://www.udemy.com/aprende-a-tocar-el-acordeon-de-botones/,True,50.0,All Levels,Udemy,aprende a tocar el acorden de botones all levels musical instruments
Aprendiendo piano: Lectura de piezas clásicas Vol.I,https://www.udemy.com/aprendiendo-piano/,True,50.0,Beginner Level,Udemy,aprendiendo piano lectura de piezas clsicas voli beginner level musical instruments
Pedais de efeito para Contrabaixo,https://www.udemy.com/pedais-de-efeito-para-contrabaixo/,True,50.0,All Levels,Udemy,pedais de efeito para contrabaixo all levels musical instruments
Mantenimiento y octavación para guitarras eléctricas,https://www.udemy.com/mantenimiento-y-octavacion-para-guitarras-electricas/,True,35.0,All Levels,Udemy,mantenimiento y octavacin para guitarras elctricas all levels musical instruments
Aprende a tocar el violín desde cero,https://www.udemy.com/aprende-a-tocar-el-violin-desde-cero/,True,50.0,All Levels,Udemy,aprende a tocar el violn desde cero all levels musical instruments
Aprende a tocar el teclado como los expertos,https://www.udemy.com/aprende-a-tocar-el-teclado-desde-cero/,True,50.0,All Levels,Udemy,aprende a tocar el teclado como los expertos all levels musical instruments
Aprende a tocar el saxofón como siempre has querido,https://www.udemy.com/aprende-a-tocar-el-saxofon-tips-para-saxofonistas/,True,20.0,All Levels,Udemy,aprende a tocar el saxofn como siempre has querido all levels musical instruments
Guitarra para principiantes,https://www.udemy.com/guitarra-para-principiantes/,True,20.0,Beginner Level,Udemy,guitarra para principiantes beginner level musical instruments
Aprende a tocar flauta transversal sin complicaciones,https://www.udemy.com/aprende-a-tocar-flauta-transversal-curso-en-video/,True,50.0,All Levels,Udemy,aprende a tocar flauta transversal sin complicaciones all levels musical instruments
Aprende a tocar las escalas en el acordeón de botones.,https://www.udemy.com/las-escalas-en-el-acordeon-de-botones/,True,20.0,Beginner Level,Udemy,aprende a tocar las escalas en el acorden de botones beginner level musical instruments
Curso de Violão Prático,https://www.udemy.com/harmonia-tonal/,True,70.0,Beginner Level,Udemy,curso de violo prtico beginner level musical instruments
"Aprende a tocar percusiones: congas, bongós, maracas y más",https://www.udemy.com/aprende-a-tocar-percusiones-congas-bongos-maracas-y-mas/,True,50.0,All Levels,Udemy,aprende a tocar percusiones congas bongs maracas y ms all levels musical instruments
Gitarre spielen - mein schönstes Hobby,https://www.udemy.com/gitarre-spielen-mein-schonstes-hobby/,True,20.0,Beginner Level,Udemy,gitarre spielen  mein schnstes hobby beginner level musical instruments
Aprende a tocar la guitarra acústica como un profesional,https://www.udemy.com/aprende-a-tocar-la-guitarra-acustica-como-un-profesional/,True,50.0,All Levels,Udemy,aprende a tocar la guitarra acstica como un profesional all levels musical instruments
Guitar Lesson - Five Steps to Learn Barre Chords,https://www.udemy.com/five-steps-to-learn-barre-chords/,True,35.0,All Levels,Udemy,guitar lesson  five steps to learn barre chords all levels musical instruments
"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",https://www.udemy.com/easy-piano-basics-with-willie/,True,20.0,All Levels,Udemy,easy piano basics  learn piano no prior experience needed all levels musical instruments
Guitar Technique Mastery: The Ultimate Chop Building Workout,https://www.udemy.com/the-ultimate-chop-building-workout-for-the-blues-guitarist/,True,20.0,All Levels,Udemy,guitar technique mastery the ultimate chop building workout all levels musical instruments
Inside Drum Technique,https://www.udemy.com/insidedrumtechnique/,True,50.0,All Levels,Udemy,inside drum technique all levels musical instruments
"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",https://www.udemy.com/guitar-pieces/,True,195.0,Intermediate Level,Udemy,learn to play tarrega bach and sor on classical guitar intermediate level musical instruments
Create Beautiful Music On The Piano Like a Pro In Minutes,https://www.udemy.com/create-beautiful-music-on-the-piano-like-a-pro-in-minutes/,True,95.0,All Levels,Udemy,create beautiful music on the piano like a pro in minutes all levels musical instruments
Instant Harmonica - play the great Irish tune Molly Malone!,https://www.udemy.com/instant-harmonica-play-the-irish-tune-molly-molone-today/,True,20.0,Beginner Level,Udemy,instant harmonica  play the great irish tune molly malone beginner level musical instruments
Instant Harmonica - play 'Can't Help Falling in Love' now!,https://www.udemy.com/instant-harmonica-play-cant-help-falling-in-love-now/,True,40.0,All Levels,Udemy,instant harmonica  play cant help falling in love now all levels musical instruments
Arpeggios for Guitar made Easy! Dominate the Fretboard,https://www.udemy.com/arpeggios-for-guitar-made-easy/,True,65.0,All Levels,Udemy,arpeggios for guitar made easy dominate the fretboard all levels musical instruments
Guitar Lessons - The Modal System - Modes Essentials,https://www.udemy.com/guitar-lessons-the-modal-system-modes-essentials/,True,45.0,All Levels,Udemy,guitar lessons  the modal system  modes essentials all levels musical instruments
Learn to Play Percussion: Beginner to Pro made the Easy Way!,https://www.udemy.com/percussion/,True,50.0,All Levels,Udemy,learn to play percussion beginner to pro made the easy way all levels musical instruments
Modern Piano Lessons For Beginners,https://www.udemy.com/modern-piano-lessons-for-beginners/,True,20.0,Beginner Level,Udemy,modern piano lessons for beginners beginner level musical instruments
World Percussion: Complete Lessons for Everyone,https://www.udemy.com/world-percussion-lessons-for-everyone/,True,40.0,All Levels,Udemy,world percussion complete lessons for everyone all levels musical instruments
Learn Lion (Saroo) Soundtrack On The Piano By Ear,https://www.udemy.com/learn-lion-saroo-soundtrack-on-the-piano-by-ear/,True,20.0,All Levels,Udemy,learn lion saroo soundtrack on the piano by ear all levels musical instruments
Acoustic Blues Guitar Lessons,https://www.udemy.com/acoustic-blues-guitar-lessons/,True,75.0,Intermediate Level,Udemy,acoustic blues guitar lessons intermediate level musical instruments
Play Guitar and Understand Music Quick & Easy in 28 Days!,https://www.udemy.com/how-to-play-guitar-really-understand-music/,True,20.0,All Levels,Udemy,play guitar and understand music quick  easy in 28 days all levels musical instruments
Learn How to Play the Violin - Violin Basics,https://www.udemy.com/violin-basics/,True,20.0,Beginner Level,Udemy,learn how to play the violin  violin basics beginner level musical instruments
Swing Low - The 101 Authentic Nashville Piano Style Course,https://www.udemy.com/swing-low-nashville-piano-style/,True,20.0,All Levels,Udemy,swing low  the 101 authentic nashville piano style course all levels musical instruments
Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,https://www.udemy.com/christmas-songs/,True,50.0,Beginner Level,Udemy,guitarplay 5 easy christmas chord progressions on guitar beginner level musical instruments
Get Piano Skills TODAY!!! ,https://www.udemy.com/how-to-play-piano2/,True,100.0,All Levels,Udemy,get piano skills today  all levels musical instruments
Learn the Violin - Scales and Fundamentals,https://www.udemy.com/learn-the-violin-scales-and-fundamentals/,True,80.0,Beginner Level,Udemy,learn the violin  scales and fundamentals beginner level musical instruments
Piano With Willie Building Technique with Scales Vol. 2,https://www.udemy.com/piano-with-willie-technique-builder-vol-2/,True,40.0,All Levels,Udemy,piano with willie building technique with scales vol 2 all levels musical instruments
Master Flute Playing: Intermediate Instruction Made Simple!,https://www.udemy.com/intermediateflute/,True,50.0,Intermediate Level,Udemy,master flute playing intermediate instruction made simple intermediate level musical instruments
How to Sing and Play the Guitar (at the same time),https://www.udemy.com/how-to-sing-and-play-the-guitar-at-the-same-time/,True,20.0,Beginner Level,Udemy,how to sing and play the guitar at the same time beginner level musical instruments
"Super Beginner Guitar - start right, start awesome",https://www.udemy.com/super-beginner-guitar-start-right-start-awesome/,True,30.0,Beginner Level,Udemy,super beginner guitar  start right start awesome beginner level musical instruments
"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""",https://www.udemy.com/learning-how-to-play-guitar/,True,40.0,All Levels,Udemy,"introduction to guitar a course for beginnershttpswwwudemycomintroductiontoguitartrue251631156beginner level25 hours20141030t155939z
650804guitar  master class learning how to play guitar from a to z all levels musical instruments"
Rhythm to Rock Drum Lesson 5,https://www.udemy.com/rhythm-to-rock-drum-lesson-5/,True,20.0,Beginner Level,Udemy,rhythm to rock drum lesson 5 beginner level musical instruments
Gibson's Learn & Master Guitar,https://www.udemy.com/learnandmasterguitar/,True,50.0,All Levels,Udemy,gibsons learn  master guitar all levels musical instruments
Master the Trombone: Intermediate Instruction Made Simple!,https://www.udemy.com/beginning-trombone/,True,50.0,All Levels,Udemy,master the trombone intermediate instruction made simple all levels musical instruments
Walking Bass Fundamentals,https://www.udemy.com/walking-bass-fundamentals/,True,50.0,All Levels,Udemy,walking bass fundamentals all levels musical instruments
Circular Breathing for musicians - practical skills,https://www.udemy.com/circular-breathing-for-musicians-practical-skills/,True,25.0,All Levels,Udemy,circular breathing for musicians  practical skills all levels musical instruments
Electric Bass for Busy Beginners Course 1,https://www.udemy.com/bassforbusybeginners/,True,50.0,All Levels,Udemy,electric bass for busy beginners course 1 all levels musical instruments
Guitar for Absolute Beginners (Class 1),https://www.udemy.com/guitar-for-absolute-beginners-class-1/,True,20.0,Beginner Level,Udemy,guitar for absolute beginners class 1 beginner level musical instruments
